game_name,min_cpu,min_gpu,min_ram,min_dx,min_os,min_sto,min_net,rec_cpu,rec_gpu,rec_ram,rec_dx,rec_os,rec_sto,rec_net
Killer is Dead - Nightmare Edition,Intel Core 2 Quad 2.3 Ghz or AMD Phenom X4 2.3 Ghz or above,GPU that supports Shader Model 3.0,4 GB RAM,Version 10,Windows Vista 64-bit,13 GB available space,,Intel/AMD Quad Core 2.3 Ghz or above,NVIDIA GeForce GTS 250 or AMD Radeon HD 2900,8 GB RAM,Version 11,"Windows 7 Professional 64-bit, Windows 8 64-bit, Windows 8.1 64-bit",13 GB available space,
Killer Klowns from Outer Space: The Game,Core i5-4590,GeForce GTX 960,8 GB RAM,Version 12,Windows 10 64-bit,,,Core i7-7700 / Ryzen 2600X,GeForce GTX 1070 Ti,16 GB RAM,Version 12,Windows 10 64-bit,,
killer7,2GHz Dual Core,Intel HD Graphics,2 GB RAM,Version 11,Windows 7 or later,3 GB available space,,3GHz Dual Core,"512MB, Dedicated Graphics Card",4 GB RAM,Version 11,Windows 7 or later,3 GB available space,
Killing Floor,1.2 GHZ or Equivalent,64 MB DX9 Compliant,1 GB RAM,DirectX 9.0,Windows XP/Vista,2 GB free hard drive space,,2.4 GHZ or Equivalent,128 MB DX9 Compliant with PS 2.0 support,2 GB RAM,DirectX 9.0,Windows XP/Vista,2 GB free hard drive space,
Killing Floor 2,Core 2 Duo E8200 2.66GHz or Phenom II X2 545,GeForce GTS 250 or Radeon HD 4830,3 GB RAM,Version 10,"Win7 64-bit, Win8/8.1 64-bit",80 GB available space,Broadband Internet connection,Core 2 Quad Q9550 2.83GHz or Phenom II X4 955,GeForce GTX 560 or Radeon HD 6950,4 GB RAM,Version 11,Windows 10 64-bit,100 GB available space,Broadband Internet connection
Killing Floor 3,,,,,,,,,,,,,,
Killing Floor: Incursion,Intel i3-6100 / AMD FX-4350 or greater,NVIDIA GTX 960 / AMD Radeon R9 290 or greater,8 GB RAM,,Windows 8 or newer,,,Intel i5-4590 equivalent or greater,NVIDIA GTX 970 / AMD Radeon RX 480 equivalent or greater,8 GB RAM,,Windows 10,,
Kim,Dual Core CPU,GeForce 8600/Radeon HD 3670/Intel HD 3000,2 GB RAM,,Windows 7+,1 GB available space,,,,,,,,
Kind Words,SSE2 instruction set support,DX10 (shader model 4.0) capabilities,4 GB RAM,,Windows 7 SP1+ 64-bit,300 MB available space,,,,,,,,
Kindergarten,1.6ghz,ATI Mobility Radeon 4200,1 GB RAM,Version 11,Windows XP (Recommended: Windows 7),150 MB available space,,,,,,,,
Kine,"Dual Core Processor, 2.5 GHz or higher",DX11 compatible video card,4 GB RAM,Version 11,Windows 7 64 bit (requires 64 bit OS),370 MB available space,,,,,,,,
Kinetic Void,Dual Core 2 Ghz,Nvidia 400 or equivilant,2 GB RAM,9,Windows XP,500 MB HD space,,Quad Core 2.3 Ghz,Nvidia GTX 400 or equivilant,4 GB RAM,11,Windows 7,500 MB HD space,
King Arthur II: The Role-Playing Wargame,"Intel Core 2 Duo (or equivalent) running at 2 GHz or greater, AMD Athlon 64 X2 (or equivalent) running at 2 GHz or greater","ATI 3850 512MB or greater, Nvidia 8800GTS 512MB or greater","1 GB RAM (XP) or 1.5 GB RAM (Vista, Win7)",DirectX®: 9.0c or higher,"Windows XP with SP3, Windows Vista with SP2, Windows 7",12 GB,,,,,,,,
King Arthur's Gold,1.5 Ghz,64MB Integrated,1 GB RAM,,Windows 7,256 MB available space,Broadband Internet connection,Intel Core i5 2.1GHz,512MB Dedicated,2 GB RAM,,Windows 10,1 GB available space,Broadband Internet connection
King Arthur: Knight's Tale,Intel i5-4690 / AMD FX 4350,Nvidia GTX 780 / AMD Radeon R9 280X,8 GB RAM,Version 12,Windows 10 64-bit,60 GB available space,,Intel i7-4770k / AMD Ryzen 5 1500X,Nvidia GTX 1060 6GB / AMD RX 580,16 GB RAM,Version 12,Windows 10 64-bit,60 GB available space,
King Arthur: The Role-Playing Wargame,AMD Athlon 3500+ or Intel Pentium IV 3.4 Ghz,Nvidia 6600 256MB or Ati X700 256MB,1GB,DirectX® 9.0c or higher,Windows XP SP2/Vista/7,8 Gb of free space,,AMD X2 5000+ or Intel Core2 Duo 6420,Nvidia 8800 GT 512MB or Ati 3850 512MB,"1,5GB",DirectX® 9.0c or higher,Windows XP SP2/Vista/7,8 Gb of free space,
King Lucas,Core 2 Duo,(Any),2 GB RAM,Version 9.0c,Windows 7,1 GB available space,Broadband Internet connection,,,,,,,
King of Peasants,2 GHz,Intel HD 4000 or better,1 GB RAM,,Windows 7 SP1+ (64-bit),2 GB available space,,,,,,,,
King of Seas,Intel Core i5-2500K 3.3GHz / AMD FX-8150 3.6GHz or equivalent,GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM,4 GB RAM,Version 11,64 bit Windows 10 / 8 / 7,4 GB available space,Broadband Internet connection,Intel Core i5-4460 3.2 GHz / AMD Ryzen 5 1600X 3.6GHz,GeForce GTX 960 / Radeon HD 7950 3GB VRAM,8 GB RAM,Version 11,64 bit Windows 10 / 8 / 7,4 GB available space,Broadband Internet connection
King of the Eggs,Dual Core CPU,Integrated,2 GB RAM,,Windows 7,2500 MB available space,,,,,,,,
King of the Hat,1.5GHZ +,512 MB VRAM Intel HD 4000 / GeForce 200 Series / Radeon HD 4000 Series,3 GB RAM,Version 10,Windows 7,1 GB available space,,,,,,,,
King of the Road,Pentium II 350 MHz,8MB graphics card,64 MB RAM,DirectX8 compatible,Win 95/98/ME/2000,40 MB hard disk space,,,,,,,,
King's Bounty II,Intel Core i5-4690 or AMD FX-9370,GeForce GTX 970 or AMD Radeon RX 480 (4 GB),8 GB RAM,Version 11,Windows 10 64-bit,20 GB available space,,Intel Core i5-7400 or AMD Ryzen 7 1700X,GeForce GTX 1060 or Radeon RX 580 (6 GB),8 GB RAM,Version 11,Windows 10 64-bit,20 GB available space,
King's Bounty: Armored Princess,"2,6 GHz",nVidia GeForce 6600 with 128 MB or equivalent ATI,1GB,,Windows XP/Vista,5.5 GB of free space,,3 GHz,nVidia GeForce 7950GT with 512 MB or equivalent ATI,2 GB,,Windows XP/Vista,5.5 GB of free space,
King's Bounty: Crossworlds,2.6 GHz,nVidia GeForce 6600 with 128 MB or equivalent ATI,1 GB,,Windows XP/Vista,5.5 GB free hard disk space,,3 GHz,nVidia GeForce 7950GT with 512 MB or equivalent ATI,2 GB,,Windows XP/Vista,5.5 GB free hard disk space,
King's Bounty: Dark Side,2.6 GHz and better,nVidia GeForce 6600 with 128 Mb VRAM or similar AMD card,1 GB RAM,Version 9.0c,"Windows XP (SP3 required), Vista, 7, 8",8 GB available space,,,,,,,,
King's Bounty: Legions,1 GHz,any graphic card with 1 GB VRAM,2 GB RAM,,Windows 7,1 GB available space,Broadband Internet connection,Dual Core 2 GHz,any graphic card with 1 GB VRAM,4 GB RAM,,Windows 7,1 GB available space,Broadband Internet connection
King's Bounty: The Legend,Intel Pentium® 4 2.6 GHz or Athlon 64 +2800,NVIDIA GeForce 6800 256MB or ATI Radeon X800 256MB or better,1 GB RAM under XP and 2 GB RAM under Vista,DirectX version 9.0c (included) or higher,Windows® XP/Vista™ 32-bit,5.5 GB,,Intel Pentium 4 3.0 GHz or Athlon 64 +3200,NVIDIA GeForce 7900 512MB or ATI Radeon X1900 512MB or better,2 GB,DirectX version 9.0c (included) or higher,Windows® XP/Vista™ 32-bit,5.5 GB,
King's Bounty: Warriors of the North,2.6 GHz and better,nVidia GeForce 6600 with 128 Mb VRAM or similar AMD card,1 GB RAM,9.0c,Windows XP/Vista/7,8 GB HD space,,3 GHz and better,nVidia or AMD card with 512 Mb VRAM or more,2 GB RAM,9.0c,Windows 7,8 GB HD space,
King's Heir: Rise to the Throne,2.0 GHz,256 MB VRAM,1 GB RAM,,"Windows XP, Windows Vista, Windows 7, Windows 8, Windows 10",2 GB available space,,2.5 GHz,512 MB VRAM,1 GB RAM,,"Windows XP, Windows Vista, Windows 7, Windows 8, Windows 10",2 GB available space,
King's Quest,Intel Core 2 Duo E6300 @ 1.86 GHz or AMD Athlon 64 X2 4800+ @ 2.4 GHz,GeForce 8800 GT or Radeon HD 4770 / 512 MB,1 GB RAM,Version 9.0c,"Windows XP, Windows Vista, Windows 7, Windows 8",13 GB available space,,Intel(R) Core(TM) i3 CPU 530 @ 2.93GHz,GeForce 8800 GT or Radeon HD 4770 / 512 MB or higher,2 GB RAM,Version 9.0c,"Windows XP, Windows Vista, Windows 7, Windows 8",20 GB available space,
Kingdom City Drowning Episode 1 - The Champion,Intel i5-4590,Nvidia GTX 970 / AMD Radeon R9 290,8 GB RAM,,Windows 7,8 GB available space,,,,,,,,
Kingdom Come: Deliverance,"Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940","Nvidia GPU GeForce GTX 660, AMD GPU Radeon HD 7870",8 GB RAM,Version 11,64-bit Windows 7 or 64-bit Windows 8 (8.1) or Windows 10,70 GB available space,,"Intel CPU Core i7-3770 3.4GHz, AMD CPU FX-8350 4GHz","Nvidia GPU GeForce GTX 1060, AMD GPU Radeon RX 580",16 GB RAM,Version 11,64-bit Windows 7 or 64-bit Windows 8 (8.1) or Windows 10,90 GB available space,
Kingdom Eighties,Intel 4th Gen Dual Core 2.0Ghz,Nvidia GTX Series 8,2 GB RAM,Version 9.0c,Windows 10,4 GB available space,Broadband Internet connection,Intel 7th Gen,Nvidia GTX Series 10,4 GB RAM,Version 11,Wiindows 11 (64-bit),4 GB available space,Broadband Internet connection
Kingdom Hearts HD 1.5+2.5 ReMIX,"Intel® Core™ i3-3210, AMD A8-7600","NVIDIA® GeForce® GT 730, AMD Radeon™ R7 240, VRAM 2GB or more",4 GB or more,Version 12,Windows 10 64bit (ver. 1909 or later),60 GB or more,,,,,,,,
Kingdom Hearts HD 2.8 Final Chapter Prologue,"Intel® Core™ i5 3330 (3.0GHz) 4core/4Thread, AMD Ryzen™ 3 1200 (3.1GHz) 4core/4Thread","NVIDIA® GeForce® GTX 760 (VRAM 2GB), AMD Radeon™ R7 260X (VRAM 2GB)",8 GB or more,Version 12,Windows 10 64bit (ver. 1909 or later),35 GB or more,,"Intel® Core™ i5 7500, AMD Ryzen™ 3 3100","NVIDIA® GeForce™ GTX 1070, AMD Radeon™ RX Vega 56",8 GB or more,Version 12,Windows 10 64bit (ver. 1909 or later),35 GB or more,
Kingdom Hearts III,"Intel® Core™ i5 3330 (3.0GHz) 4core/4Thread, AMD Ryzen™3 1200 (3.1GHz) 4core/4Thread","NVIDIA® GeForce® GTX 760 (VRAM 2GB), AMD Radeon™ R7 260X (VRAM 2GB)",8 GB or more,Version 11,Windows 10 64bit (ver. 1909 or later),75 GB or more,,"Intel® Core™ i5 7500 (3.4GHz) 4core/4Thread, AMD Ryzen™3 3100 (3.1GHz) 4core/8Thread","NVIDIA® GeForce™ GTX 1070 (VRAM 8GB), AMD Radeon™ RX Vega 56 (VRAM 8GB)",8 GB or more,Version 11,Windows 10 64bit (ver. 1909 or later),75 GB or more,
Kingdom of Night,,,,,,,,,,,,,,
Kingdom Rush,Dual Core CPU,OpenGL 3.0 compliant with 512MB of video RAM.,1 GB RAM,,Windows XP Service Pack 3,1500 MB available space,,Dual Core CPU,OpenGL 3.0 compliant with 1.0GB of video RAM.,2 GB RAM,,Windows XP Service Pack 3,1500 MB available space,
Kingdom Rush Frontiers,Dual Core CPU,OpenGL 3.0 compliant with 512MB of video RAM.,(1 GB RAM),,Windows XP Service Pack 3,1500 MB available space,,Dual Core CPU,OpenGL 3.0 compliant with 1.0GB of video RAM.,(2 GB RAM),,Windows 10,1500 MB available space,
Kingdom Rush Origins,Dual Core CPU,OpenGL 3.0 compliant with 512MB of video RAM,1 GB RAM,,Windows 7,500 MB available space,,(Any),OpenGL 3.0 compliant with 1.0GB of video RAM,2 GB RAM,,(Windows 7),,
Kingdom Rush Vengeance,Dual Core CPU,OpenGL 3.0 compliant with 512MB of video RAM (Recommended: 1 GB VRAM),4 GB RAM (Recommended: 8 GB),,Windows 7 (Recommended: Windows 10),2 GB available space,,,,,,,,
Kingdom Shell,1.2 Ghz or superior,Hardware Accelerated Graphics with dedicated memory,2 GB RAM,,Windows 7,200 MB available space,,,,,,,,
Kingdom Two Crowns,Intel 4th Gen Dual Core 2.0Ghz,Nvida GTX Series 8,2 GB RAM,Version 9.0c,Windows 7,4 GB available space,Broadband Internet connection,Intel 7th Gen,Nvidia GTX Series 10,4 GB RAM,Version 11,Windows 10,4 GB available space,Broadband Internet connection
Kingdom Under Fire 2,Intel Core i3-2120 @ 3300 MHz,NVIDIA GeForce GTX 750 Ti 2GB,4 GB RAM,,Windows 7 64-bit or newer,25 GB available space,,Intel Core i5-4690K @ 3500 MHz,NVIDIA GeForce GTX 960 4GB,8 GB RAM,,Windows 7 64-bit or newer,25 GB available space,
Kingdom Under Fire: The Crusaders,Intel Core 2 Duo or AMD Athlon 64 x2 5600+,NVIDIA® GeForce® GT 420 or ATI™ Radeon™ HD 6850 or Intel® HD Graphics 4000 or better with 2 GB VRAM,4 GB RAM,Version 9.0,Windows 7 32bit,2 GB available space,,,,,,,,
Kingdom: Classic,Dual Core,(Any),1 GB RAM,Version 9.0c,Windows XP,512 MB available space,,(Any),(Any),4 GB RAM,Version 10,Windows 8.1,1 GB available space,
Kingdom: New Lands,Dual Core,(Any),1 GB RAM,Version 9.0c,Windows XP,1 GB available space,,(Any),(Any),4 GB RAM,Version 10,Windows 7 or higher,1 GB available space,
Kingdoms and Castles,"Intel Core 2 Duo, 2.0GHz or AMD Athlon 64 X2 6400+, 2.5GHz",nVIDIA GeForce GTX 260 256mb or ATI Radeon HD 5670 256mb or Intel HD Graphics 4600,4 GB RAM,Version 11,Microsoft Windows XP/Vista/7/8/8.1 (64-bit),1 GB available space,,"Intel Core i5-3470, 2.7GHz or AMD FX-6300, 3.2Ghz","nVIDIA GeForce GTX 660, 1gb or AMD Radeon HD 7870, 1gb",4 GB RAM,,Microsoft Windows XP/Vista/7/8/8.1 (64-bit),1 GB available space,
Kingdoms of Amalur: Project Copernicus,,,,,,,,,,,,,,
Kingdoms of Amalur: Re-Reckoning,Intel or AMD Dual Core CPU 2.5 GHz,DirectX 10 Feature Level AMD or NVIDIA Card with 1 GB VRAM,4 GB RAM,Version 11,"Windows 7, Windows, 8, Windows 10 (64 bit)",40 GB available space,,Intel or AMD Quad Core CPU 3 GHz,DirectX 11 Feature Level AMD or NVIDIA Card with 2 GB VRAM,8 GB RAM,Version 11,"Windows 7, Windows, 8, Windows 10 (64 bit)",40 GB available space,
Kingdoms of Amalur: Reckoning,Intel Core2 Duo (or equivalent) running at 2.2GHz or greater AMD Athlon 64 X2 5000+ (or equivalent) running at 2.6GHz or greater,NVIDIA GeForce 8800 GT 512MB or better ATI Radeon HD3650 512MB or better Supporting Pixel Shader 3.0,At least 1 GB for Windows XP At least 2 GB for Windows Vista and Windows 7,9.0c Compatible,"Windows XP with Service Pack 3, Windows Vista with Service Pack 2, Windows 7 with Service Pack 1",At least 10.5 GB of free space,,Intel Core 2 Quad (or equivalent) running at 2.4GHz or greater AMD Phenom X4 (or equivalent) running at 2.6GHz or greater,NVIDIA GeForce GTX260 1GB RAM or better ATI Radeon HD4850 1GB RAM or better Supporting Pixel Shader 3.0,At least 3 GB for Windows XP At least 4 GB for Windows Vista and Windows 7,9.0c Compatible,"Windows XP with Service Pack 3, Windows Vista with Service Pack 2, Windows 7 with Service Pack 1",At least 10.5 GB of free space,
Kingdoms Rise,Intel Core 2 Duo 2.4 GHz or AMD Athlon X2 2.7 GHz,"ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher",1500 MB RAM,Version 9.0c,Windows XP,1 GB available space,Broadband Internet connection,,,,,,,
Kingpin: Reloaded,Intel Core i3,Nvidia Geforce 7950GT,4 GB RAM,Version 9.0,"Microsoft Windows® 7/8/8.1/10, 64bit",5 GB available space,,Intel Core i5,Nvidia Geforce 710GT,6 GB RAM,Version 10,"Microsoft Windows® 10, 64bit",5 GB available space,Broadband Internet connection
Kings and Heroes,2 GHz Dual-Core 64-bit CPU,Nvidia GTX 660 with 2 GB Video RAM,6 GB RAM,Version 11,"64-Bit Windows 7 Service Pack 1, or Windows 8",15 GB available space,Broadband Internet connection,2.5 GHz Quad-Core 64-bit CPU,Nvidia GTX 770 with 2+ GB Video RAM,8 GB RAM,Version 11,Windows 10,15 GB available space,Broadband Internet connection
Kings of Lorn: The Fall of Ebris,FX 8350 / I5 2500K,GTX 1050 TI / AMD R7 260,8 GB RAM,Version 12,Windows 10 64 bit,26 GB available space,,Ryzen 1700X / i7 7700K,GTX 1070 / RX Vega 56,16 GB RAM,Version 12,Windows 10 64 bit,26 GB available space,
Kingsway,2GHz,256MB,3 GB RAM,,"Windows XP, Vista, 7, 8, or 10",100 MB available space,,,,,,,,
Kitori Academy,Intel Core i5-2300,NVIDIA GeForce GTX 660,6 GB RAM,,Windows 10 (64-bit),,,,,,,,,
Kittypocalypse,Intel Core i5 4590 or AMD FX 8350 or greater,GeForce GTX 970 or AMD Radeon R9 290 or better,4 GB RAM,Version 11,Windows 7 SP1 or newer,8 GB available space,Broadband Internet connection,Intel Core i7 4790K,GeForce GTX 980,(8 GB RAM),Version 11,Windows 10,11 GB available space,Broadband Internet connection
Kittypocalypse - Ungoggled,i3,Any DirectX 11 compatible GFX card,8 GB RAM,Version 11,Windows 7,8 GB available space,,i7,Geforce 900 series or above,16 GB RAM,Version 11,Win 10,10 GB available space,
Klang,Intel Core i7-2670QM 2.2GHz,GeForce GT 630M (Recommended: GeForce GTX 580),4 GB RAM,Version 10,Windows 7,2 GB available space,,,,,,,,
klocki,2 Ghz Dual Core,Graphics card supporting DirectX 9.0c,2 GB RAM,DirectX 9.0c,Windows XP/Vista/7/8,100 MB available space,,,,,,,,
Klotzen! Panzer Battles,1.6 GHz,(Any),8 GB RAM,,Windows 7 (64-bit),1 GB available space,,2.0 GHz,(Any),16 GB RAM,,Windows 7 (64-bit),2 GB available space,
Knight Online,Pentium 3 600MHz or better,3D Acceleration,512 MB RAM,,"Windows 2000, XP, Vista, 7, 8",2 GB available space,Broadband Internet connection,,,,,,,
KnightOut,Intel dual core (2.4 GHz) or equivalent,"Intel HD 4000, GeForce 8800 GT, ATI 1950 or better",4 GB RAM,Version 11,"Windows 7, Windows 8.1, Windows 10",4 GB available space,,Intel Quad core (3.3 GHz) or equivalent,(Any),8 GB RAM,Version 11,"Windows 7, Windows 8.1, Windows 10",4 GB available space,
Knights And Bikes,Intel Core i3 / AMD FX or higher,Nvidia 460 Series / AMD 75XX or higher,4 GB RAM,,Windows 7,6 GB available space,,,,,,,,
Knights and Merchants,Intel or AMD Singlecore CPU,3D graphics card with DirectX 9.0c support,512 MB RAM,Version 9.0c,Windows XP / Vista / 7 / 8,500 MB available space,Broadband Internet connection,Intel or AMD Singlecore CPU,3D graphics card with DirectX 9.0c support,1 GB RAM,Version 9.0c,Windows XP / Vista / 7 / 8,500 MB available space,Broadband Internet connection
Knights of Honor,1 GHz Intel® Pentium® III or AMD® Athlon™ processor,16 MB video card with 1024x768 resolution,256 MB RAM,,"Windows® XP, Windows® 2000",1.2 GB free hard disk space plus space for saved games,,,,,,,,
Knights of Honor II: Sovereign,AMD FX-8350 or Intel Core i5-2500K,Radeon HD 7870 / GeForce GTX 750-Ti,8 GB RAM,Version 11,"Windows 10/11, 64-bit",14 GB available space,,AMD Ryzen 3 3100 or Intel Core i5-6600k,Radeon RX 580 / GeForce GTX 1660,16 GB RAM,Version 11,"Windows 10/11, 64-bit",14 GB available space,
Knights of Pen & Paper +1 Edition,2000 MHz,Direct3D/OpenGL compatible card with at least 128MB,512 MB RAM,9.0c,Windows XP or later,100 MB HD space,,,,,,,,
Knights of Pen & Paper 2,2Ghz+,Any DirectX 9.0c compatible,1024 MB,,Windows XP or later,300MB,,,,,,,,
Knights of Pen and Paper 3,"Dual Core CPU, Intel i5 or better","1GB of VRAM, DirectX 10+ support",1 GB RAM,Version 10,"Windows 7 or above, 64-bit",1 GB available space,,,,,,,,
KnightShift,Intel/AMD Single Core CPU,3D with TnL support and 128 MB RAM,512 MB RAM,,Windows XP / Vista / 7 / 8,1500 MB available space,Broadband Internet connection,Intel/AMD Single Core CPU with 2.0 GHz,Per-Pixel-Shader 2.0 support and 256 MB,1 GB RAM,,Windows XP / Vista / 7 / 8,2 GB available space,Broadband Internet connection
Knock-knock,1.7 Ghz processor or better,Video card with 256MB+ VRAM and Shader Model 2.0 support,1 GB RAM,,Windows XP / Vista / 7 / 8,700 MB available space,,,,,,,,
Knockout City,Intel Core i3 6300 Dual Core 3.8 GHz,GeForce GTX 660 2GB,8 GB RAM,Version 12,"Windows 10, 64-bit",30 GB available space,Broadband Internet connection,Intel Core i5-6600 Quad Core 3.3 GHz,GeForce GTX 970 4GB,16 GB RAM,Version 12,"Windows 10, 64-bit",30 GB available space,Broadband Internet connection
Knytt Underground,A 2ghz CPU is needed.,OpenGL compatible graphics card with 512MB memory or more.,,,,,,,,,,,,
Kofi Quest: Alpha MOD,2.0 GHz Dual Core,DX9 (shader model 3.0) or DX11 with feature level 9.3,4 GB RAM,Version 9.0c,Windows XP SP2 / Windows 8 / Windows 8.1 / Windows 10,2 GB available space,,,,,,,,
Kokurase Episode 1,1 GHz,,256 MB RAM,,Windows XP or higher,300 MB available space,,,,,,,,
Kona,i5 2.0 ghz+,GeForce GTX 460 / ATI Radeon 6850 / Intel HD 5000+,4 GB RAM,Version 11,Windows 7 and up,5 GB available space,,i5 2.5 ghz+,GeForce GTX 660 / ATI Radeon 7850,6 GB RAM,Version 11,Windows 7 and up,5 GB available space,
Kona II: Brume,Intel Core i5-8400 or AMD RYZEN 3 3300X,NVIDIA Geforce GTX 970 with 4 GB or AMD Radeon RX 580 with 4GB Video RAM,12 GB RAM,,WINDOWS 10 (64-bit required),20 GB available space,,,,,,,,
Konung 3: Ties of the Dynasty,Intel Pentium 1.5 GHz,NVIDIA GF4 Ti4200 or ATI Radeon 7900 with 128 MB,512 MB,,Windows XP/Vista,1 GB free HD space,,Intel Pentium 2.4 GHz,NVIDIA GF fx6800 or ATI Radeon 9800 with 256 MB or higher,1 GB,,Windows XP/Vista,1 GB free HD space,
Krater,Dual Core 2.4GHz processor,"Shader 4.0 compatible card (minimum: Nvidia GeForce 8xxx, AMD Radeon 2xxx)",2 GB RAM,DirectX11 drivers (the game supports DX10 hardware),Windows Vista / Windows 7,13 GB HD space,,Quad-core Intel or AMD CPU,"DirectX 11 compatible Nvidia or AMD ATI card, ATI Radeon HD6870 or higher, Nvidia GeForce GTX 460 or higher. Graphics card memory: 1 GB",4 GB RAM,DirectX11 drivers (the game supports DX10 hardware),Windows 7 (64 bit),13 GB HD space,
Krautscape,2.0 GHz Core 2 Duo,512 MB Graphics Card comparable to Radeon X1600,2 GB RAM,Version 9.0c,"Windows XP, Vista, 7, 8",500 MB available space,Broadband Internet connection,,,,,,,
KROSMAGA,Intel® Pentium® D or AMD® Athlon™ 64 X2,NVIDIA® GeForce® 6800 (256 MB) ou ATI™ Radeon™ X1600 Pro (256 MB) or higher,2 GB RAM,,Windows 7 or higher,3 GB available space,Broadband Internet connection,Intel Core™ 2 Duo E6600 (2.4 GHz) or AMD Athlon 64 X2 5000+ (2.6 GHz) or higher,NVIDIA GeForce 8800 GT (512 MB) ou ATI Radeon HD 4850 (512 MB) or higher,4 GB RAM,,Windows® 10 64-bit,3 GB available space,Broadband Internet connection
Kumoon: Ballistic Physics Puzzle,1.5 GHz or faster,7600 GT / HD 2600,1 GB RAM,Version 11,Windows XP/Vista/7/8/10,200 MB available space,,2.0 GHz or faster,GTX660Ti,2 GB RAM,Version 11,Windows 7/8/10,200 MB available space,
KUNAI,Intel i5+,Nvidia 450 GTS / Radeon HD 5750 or better,2 GB RAM,,Windows 7+,1 GB available space,,,,,,,,
Kung Fu Panda,Pentium 4 @ 2 GHz or Athlon Equivalent,128 MB (nVidia GeForce FX 5600/ATI Radeon 9500),512 MB,DirectX 9.0c,Windows XP/Vista,8.4 GB Free,,Intel Core 2 DUO E4300 (1.8 GHz)/AMD Athlon 3800+ (2.4 GHz),256 MB (nVidia GeForce 7900GS/ATI Radeon X1800XT),1 GB,DirectX 9.0c,Windows XP/Vista,8.4 GB Free,
